date,MMWR_week,Location,Distributed,Distributed_Janssen,Distributed_Moderna,Distributed_Pfizer,Distributed_Unk_Manuf,Dist_Per_100K,Distributed_Per_100k_12Plus,Distributed_Per_100k_18Plus,Distributed_Per_100k_65Plus,Administered,Administered_12Plus,Administered_18Plus,Administered_65Plus,Administered_Janssen,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf,Administered_Fed_LTC,Administered_Fed_LTC_Residents,Administered_Fed_LTC_Staff,Administered_Fed_LTC_Unk,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose1_Residents,Administered_Fed_LTC_Dose1_Staff,Administered_Fed_LTC_Dose1_Unk,Admin_Per_100K,Admin_Per_100k_12Plus,Admin_Per_100k_18Plus,Admin_Per_100k_65Plus,Recip_Administered,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Series_Complete_Janssen,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Unk_Manuf,Series_Complete_Janssen_12Plus,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Unk_Manuf_12Plus,Series_Complete_Janssen_18Plus,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Janssen_65Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_FedLTC,Series_Complete_FedLTC_Residents,Series_Complete_FedLTC_Staff,Series_Complete_FedLTC_Unknown
6/12/20,10,US,123232775,3310500,60875300,59046975,0,37119,0,47717,225303,93692598,0,93608130,49114234,308181,45635740,47628226,120451,7419240,3462247,2470220,1486773,4735131,2075758,1532880,1126493,28221,0,36246,89794,93692598,61088527,18.4,0,0,61027125,23.6,32507609,59.4,32102061,9.7,0,0,32079368,12.4,16348308,29.9,307112,14762637,17006696,25616,0,0,0,0,306981,14756744,16990043,25599,116784,7511118,8713433,6971,2643629,1363625,922442,357562
6/13/20,10,US,116378615,2695500,58682000,55001115,0,35054,0,45063,212771,92089852,0,92007965,48401349,208590,44936695,46824290,120277,7405816,3455812,2463288,1486716,4731119,2073990,1530649,1126480,27738,0,35626,88491,92089852,60005231,18.1,0,0,59945907,23.2,32074651,58.6,31493040,9.5,0,0,31470910,12.2,16035530,29.3,207804,14480460,16779220,25556,0,0,0,0,207763,14478090,16759363,25539,79800,7376992,8570073,6948,2634493,1359137,917839,357517
6/14/20,10,US,116363405,2695500,58682000,54985905,0,35050,0,45057,212743,90351750,0,90273502,47581218,103901,44195607,45932122,120120,7389102,3448544,2453961,1486597,4725731,2071727,1527549,1126455,27215,0,34955,86991,90351750,58873710,17.7,0,0,58817059,22.8,31630067,57.8,30790201,9.3,0,0,30769063,11.9,15626638,28.6,103267,14163157,16498266,25511,0,0,0,0,103243,14160818,16479332,25494,42603,7176668,8399398,6922,2623337,1354291,911625,357421
6/15/20,9,US,116355405,2694700,58674800,54985905,0,35047,0,45054,212729,87912323,0,87837146,46300175,41156,42977312,44774584,119271,7349495,3429679,2433551,1486265,4712511,2066011,1520312,1126188,26480,0,34011,84649,87912323,57358849,17.3,0,0,57304489,22.2,30945207,56.6,29816907,9,0,0,29796558,11.5,15016305,27.5,40694,13642032,16108930,25251,0,0,0,0,40685,13639727,16090757,25234,19442,6834268,8154936,6729,2597439,1341448,898634,357357
6/16/20,9,US,114133115,2365400,57843000,53924715,0,34378,0,44193,208666,85008094,0,84936600,44675621,8590,41507728,43373717,118059,7306425,3407548,2412765,1486112,4699537,2060033,1513427,1126077,25605,0,32888,81679,85008094,55547697,16.7,0,0,55496015,21.5,30040290,54.9,28709428,8.6,0,0,28690088,11.1,14293292,26.1,8255,13062304,15614063,24872,0,0,0,0,8253,13060043,15596865,24855,4376,6444401,7837287,6427,2567766,1325527,884922,357317
6/17/20,9,US,109905530,0,0,0,0,33104,0,42556,0,82572848,0,82504049,0,1001,40261524,42193285,117038,7262104,3384617,2391520,1485967,4685905,2053986,1505863,1126056,24872,0,31946,0,82572848,54035670,16.3,0,0,53986011,20.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/18/20,9,US,107028890,0,0,0,0,32238,0,41442,0,80540474,0,80473688,0,516,39248180,41175807,115971,7218655,3361092,2371729,1485834,4669986,2046324,1497655,1126007,24259,0,31160,0,80540474,52855579,15.9,0,0,52807336,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/19/20,9,US,102353940,0,0,0,0,30830,0,39632,0,78631601,0,78566692,0,401,38319678,40196532,114990,7178616,3339636,2353242,1485738,4656213,2040030,1490271,1125912,23684,0,30422,0,78631601,51755447,15.6,0,0,51708435,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/20/20,9,US,96402490,0,0,0,0,29037,0,37328,0,76899987,0,76839184,0,377,37522293,39262524,114793,7154531,3326805,2342086,1485640,4649038,2036571,1486587,1125880,23163,0,29753,0,76899987,50732997,15.3,0,0,50688624,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/21/20,9,US,96402490,0,0,0,0,29037,0,37328,0,75236003,0,75176640,0,0,36694414,38426567,115022,7112537,3304357,2322587,1485593,4635217,2029731,1479624,1125862,22662,0,29109,0,75236003,49772180,15,0,0,49728890,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/22/20,8,US,96402290,0,0,0,0,29037,0,37328,0,72806180,0,72749016,0,0,35422721,37269195,114264,7043540,3265049,2293066,1485425,4612347,2018269,1468271,1125807,21930,0,28169,0,72806180,48435536,14.6,0,0,48393728,18.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/23/20,8,US,94300910,0,0,0,0,28404,0,36514,0,70454064,0,70398417,0,0,34181226,36159403,113435,6933071,3222699,2259850,1450522,4569544,2006679,1455430,1107435,21221,0,27259,0,70454064,47184199,14.2,0,0,47143403,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/24/20,8,US,91673010,0,0,0,0,27613,0,35496,0,68274117,0,68220479,0,0,33066503,35095003,112611,6817460,3178724,2225576,1413160,4526332,1994742,1442447,1089143,20565,0,26415,0,68274117,46074392,13.9,0,0,46034908,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/25/20,8,US,88669035,0,0,0,0,26708,0,34333,0,66464947,0,66413134,0,0,32194245,34159027,111675,6724310,3140536,2194572,1389202,4496023,1983483,1430578,1081962,20020,0,25716,0,66464947,45237143,13.6,0,0,44116020,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/26/20,8,US,82114370,0,0,0,0,24734,0,31795,0,65032083,0,64981269,0,0,31569021,33352170,110892,6627820,3097669,2162954,1367197,4465546,1971875,1418440,1075231,19588,0,25161,0,65032083,44544969,13.4,0,0,43449143,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/27/20,8,US,75205940,0,0,0,0,22653,0,29120,0,64177474,0,64127983,0,0,31212925,32853883,110666,6579236,3075397,2145618,1358221,4449465,1966517,1412241,1070707,19331,0,24831,0,64177474,44138118,13.3,0,0,43045374,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/28/20,8,US,75204965,0,0,0,0,22652,0,29120,0,63090634,0,63042389,0,0,30747615,32232422,110597,6519848,3047696,2123934,1348218,4429688,1959120,1403813,1066755,19003,0,24410,0,63090634,43628092,13.1,0,0,42517768,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/29/20,7,US,74979165,0,0,0,0,23834,0,29032,0,61289500,0,61242467,0,0,29909492,31270062,109946,6399010,2995177,2086998,1316835,4384015,1943007,1389533,1051475,18461,0,23714,0,61289500,42809595,12.9,0,0,41686924,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/30/20,7,US,74108895,0,0,0,0,23540,0,28695,0,59585043,0,59539747,0,0,29044336,30431247,109460,6289188,2944049,2051741,1293398,4346608,1927845,1375349,1043414,17948,0,23054,0,59585043,41977401,12.6,0,0,40858756,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/1/20,7,US,73377450,0,0,0,0,22102,0,28412,0,57737767,0,55625060,0,0,28043413,29585627,108727,6181996,2894712,2015615,1271669,4308728,1912761,1360330,1035637,17391,0,21538,0,50359235,35776638,10.8,0,0,34062830,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/2/20,7,US,72423125,0,0,0,0,21814,0,28043,0,56281827,0,54170860,0,0,27287041,28886690,108096,6070341,2841241,1978549,1250551,4266536,1894806,1344518,1027212,16953,0,20975,0,49022374,35077955,10.6,0,0,33364983,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/3/20,7,US,71657975,0,0,0,0,21584,0,27746,0,55220364,0,53111352,0,0,26738383,28374410,107571,5968542,2793543,1944911,1230088,4228373,1879711,1330423,1018239,16633,0,20565,0,48055375,34527889,10.4,0,0,32815686,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/4/20,7,US,70135900,0,0,0,0,21126,0,27157,0,54260570,0,52153579,0,0,26238684,27914550,107336,5914090,2770727,1927173,1216190,4204428,1873578,1323738,1007112,16344,0,20194,0,47173842,34018061,10.2,0,0,32306711,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/5/20,7,US,70057800,0,0,0,0,21102,0,27127,0,52884356,0,50779198,0,0,25505313,27271797,107246,5822871,2735713,1898695,1188463,4160233,1862842,1312015,985376,15929,0,19662,0,45945477,33290345,10,0,0,31579923,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/6/20,6,US,69883625,0,0,0,0,21050,0,27059,0,50641884,0,48539909,0,0,24297615,26237417,106852,5667091,2668150,1856193,1142748,4084990,1838818,1291655,954517,15254,0,18795,0,43969631,32204245,9.7,0,0,30495059,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/7/20,6,US,69014725,0,0,0,0,20788,0,0,0,48410558,0,0,0,0,23111715,25192628,106215,5507785,2588949,1807856,1110980,4021922,1813410,1270747,937765,14582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/8/20,6,US,68285575,0,0,0,0,20568,0,0,0,46390270,0,0,0,0,22038088,24246868,105314,5348775,2514429,1757801,1076545,3960800,1788470,1251087,921243,13973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/9/20,6,US,65972575,0,0,0,0,19871,0,0,0,44769970,0,0,0,0,21189540,23475749,104681,5176499,2441312,1707013,1028174,3884900,1761979,1229534,893387,13485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/10/20,6,US,62898775,0,0,0,0,18946,0,0,0,43206190,0,0,0,0,20416765,22685406,104019,5015224,2371978,1656571,986675,3810039,1735321,1207293,867425,13014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/11/20,6,US,59307800,0,0,0,0,17864,0,0,0,42417617,0,0,0,0,20066305,22247484,103828,4946483,2339238,1633293,973952,3778298,1722858,1197428,858012,12777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/12/20,6,US,59307800,0,0,0,0,17864,0,0,0,41210937,0,0,0,0,19485089,21622193,103655,4839144,2289689,1598858,950597,3718626,1699843,1178902,839881,12413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/13/20,5,US,59304600,0,0,0,0,17863,0,0,0,39037964,0,0,0,0,18336515,20598212,103237,4628962,2198297,1539093,891572,3606017,1658639,1148489,798889,11759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/14/20,5,US,58380300,0,0,0,0,17585,0,0,0,36819212,0,0,0,0,17133644,19582865,102703,4419633,2107904,1475002,836727,3502423,1622095,1118244,762084,11090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/15/20,5,US,57489675,0,0,0,0,17316,0,0,0,35203710,0,0,0,0,16260102,18841309,102299,4210027,2012295,1405953,791779,3396821,1580529,1085318,730974,10604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/16/20,5,US,55943800,0,0,0,0,16851,0,0,0,33878254,0,0,0,0,15567188,18209204,101862,4022407,1927584,1347039,747784,3299953,1543328,1056216,700409,10204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/17/20,5,US,52657675,0,0,0,0,15861,0,0,0,32780860,0,0,0,0,15006565,17672866,101429,3851460,1848259,1292979,710222,3209523,1508007,1028994,672522,9874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/18/20,5,US,49936450,0,0,0,0,15041,0,0,0,32222402,0,0,0,0,14756609,17364398,101395,3748779,1806452,1265375,676952,3140016,1482128,1011679,646209,9706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/19/20,5,US,49933250,0,0,0,0,15040,0,0,0,31123299,0,0,0,0,14246089,16775916,101294,3683718,1769456,1237550,676712,3102811,1460303,996314,646194,9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/20/20,4,US,49932850,0,0,0,0,15040,0,0,0,29577902,0,0,0,0,13499942,15977015,100945,3505431,1694228,1183301,627902,2987656,1415475,964030,608151,8909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/21/20,4,US,49216500,0,0,0,0,14824,0,0,0,27884661,0,0,0,0,12619210,15164858,100593,3314266,1611444,1125942,576880,2867474,1367680,931803,567991,8399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/22/20,4,US,48386275,0,0,0,0,14574,0,0,0,26193682,0,0,0,0,11737592,14355980,100110,3102134,1521788,1057402,522944,2725477,1315648,892960,516869,7890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/23/20,4,US,47230950,0,0,0,0,14226,0,0,0,24652634,0,0,0,0,11001991,13550835,99808,2904840,1434899,995968,473973,2593675,1265949,858423,469303,7426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/24/20,4,US,44394075,0,0,0,0,13372,0,0,0,23540994,0,0,0,0,10431466,13009981,99547,2725830,1356070,938150,431610,2470049,1217670,824619,427760,7091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/25/20,4,US,41418325,0,0,0,0,12476,0,0,0,22734243,0,0,0,0,10084432,12551999,97812,2714487,1353472,936773,424242,2459240,1215438,823342,420460,6848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/26/20,4,US,41411550,0,0,0,0,12474,0,0,0,21848655,0,0,0,0,9689497,12153536,5622,2567018,1285026,882163,399829,2357598,1169960,791242,396396,6581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/27/20,3,US,41411550,0,0,0,0,12474,0,0,0,20537990,0,0,0,0,9061112,11471457,5421,2437670,1223625,851697,362348,2234974,1112612,763119,359243,6186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/28/20,3,US,39892400,0,0,0,0,12016,0,0,0,19107959,0,0,0,0,8407909,10695066,4984,2289284,1153521,812584,323179,2099096,1049338,729033,320725,5755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/29/20,3,US,37960000,0,0,0,0,11434,0,0,0,17546374,0,0,0,0,7724683,9817027,4664,2089181,1060655,744220,284306,1946766,982846,681559,282361,5285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/30/20,3,US,35990150,0,0,0,0,10841,0,0,0,16525281,0,0,0,0,7239750,9281063,4468,1908198,974099,686420,247679,1810556,921162,643244,246150,4978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/31/20,3,US,36227450,0,0,0,0,10912,0,0,0,16083963,0,0,0,0,7002366,9077329,4268,1842563,948983,672636,220944,1752021,900989,631331,219701,4845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/1/20,3,US,31481100,0,0,0,0,9482,0,0,0,15462809,0,0,0,0,6719698,8739247,3864,1735002,892480,627484,215038,1672513,857751,600922,213840,4658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/2/20,3,US,31040550,0,0,0,0,9350,0,0,0,14914759,0,0,0,0,6456262,8454799,3698,1693339,868633,613861,210845,1636360,836643,590013,209704,4492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/3/20,2,US,31040550,0,0,0,0,9350,0,0,0,14058650,0,0,0,0,6029377,8025659,3614,1599826,821602,586458,191766,1550302,793449,566126,190727,4235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/4/20,2,US,31036550,0,0,0,0,9348,0,0,0,12917607,0,0,0,0,5441063,7473149,3395,1456458,750727,545904,159827,1410154,724722,526411,159021,3891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/5/20,2,US,30223825,0,0,0,0,9104,0,0,0,11961374,0,0,0,0,4987294,6970921,3159,1311709,680153,505690,125866,1268721,656309,487125,125287,3603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/6/20,2,US,28783800,0,0,0,0,8670,0,0,0,10867507,0,0,0,0,4506947,6357625,2935,1164840,609503,458005,97332,1138139,594929,446296,96914,3273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/7/20,2,US,27335600,0,0,0,0,8234,0,0,0,9880022,0,0,0,0,4074172,5803228,2622,1032764,543206,416961,72597,1018237,535624,410269,72344,2976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/20,2,US,24474675,0,0,0,0,7372,0,0,0,9363164,0,0,0,0,3861491,5499106,2567,937016,490849,380354,65813,931484,487687,378189,65608,2820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/9/20,2,US,22079900,0,0,0,0,6651,0,0,0,8943724,0,0,0,0,3667912,5273314,2498,892804,471462,367526,53816,887552,468441,365411,53700,2694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/10/20,1,US,22076700,0,0,0,0,6650,0,0,0,8216629,0,0,0,0,3379465,4834806,2358,809760,438938,343870,26952,805022,436182,341921,26919,2475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/11/20,1,US,22070100,0,0,0,0,6648,0,0,0,7426145,0,0,0,0,2988329,4435578,2238,693246,387048,306198,0,689339,384716,304623,0,2237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/12/20,1,US,21036425,0,0,0,0,6336,0,0,0,6555680,0,0,0,0,2564617,3988958,2105,603313,335198,268115,0,599573,332956,266617,0,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/13/20,1,US,20601975,0,0,0,0,6205,0,0,0,5824980,0,0,0,0,2198275,3624697,2008,511635,282720,228915,0,508096,280603,227493,0,1755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/14/20,1,US,19792825,0,0,0,0,5962,0,0,0,5224925,0,0,0,0,1915589,3307478,1858,429066,235644,193422,0,425632,233579,192053,0,1574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/15/20,1,US,16761825,0,0,0,0,5049,0,0,0,4887811,0,0,0,0,1722058,3164334,1419,365117,200980,164137,0,361811,198975,162836,0,1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/16/20,1,US,14786525,0,0,0,0,4454,0,0,0,4648339,0,0,0,0,1590783,3056474,1082,330700,183169,147531,0,327458,181197,146261,0,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/17/20,53,US,14786525,0,0,0,0,4454,0,0,0,4463060,0,0,0,0,1511532,2950560,968,282740,157383,125357,0,279605,155465,124140,0,1344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/18/20,53,US,14786525,0,0,0,0,4454,0,0,0,4172658,0,0,0,0,1353338,2818377,943,265834,147087,118747,0,262775,145228,117547,0,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/19/20,53,US,14785550,0,0,0,0,4454,0,0,0,3738130,0,0,0,0,1107143,2630115,872,236497,129606,106891,0,233582,127840,105742,0,1126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/20/20,53,US,14270550,0,0,0,0,4298,0,0,0,3164852,0,0,0,0,785906,2378133,813,167149,90885,76264,0,164339,89184,75155,0,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/21/20,53,US,13118675,0,0,0,0,3951,0,0,0,2723303,0,0,0,0,557988,2164540,775,102378,55672,46706,0,99728,54059,45669,0,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/22/20,53,US,10898900,0,0,0,0,3283,0,0,0,2408626,0,0,0,0,393026,2014848,752,67047,38259,28788,0,64462,36675,27787,0,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/23/20,53,US,9584275,0,0,0,0,2887,0,0,0,2252406,0,0,0,0,319743,1931913,750,59948,34282,25666,0,57372,32699,24673,0,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/24/20,52,US,9584275,0,0,0,0,2887,0,0,0,2190414,0,0,0,0,296729,1892937,748,52173,30135,22038,0,49608,28557,21051,0,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/25/20,52,US,9584275,0,0,0,0,2887,0,0,0,2033936,0,0,0,0,227152,1806050,734,47981,27590,20391,0,47719,27418,20301,0,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
